-1.32527947426,36.7097854614
-1.32612705231,36.7104828358
-1.32805823713,36.7120607307
-1.32944761856,36.7131983654
-1.330837,36.714336
-1.33316,36.716305
-1.33316,36.716305
-1.333649,36.716164
-1.338628,36.715412
-1.338746,36.715363
-1.340033,36.714329
-1.34055,36.714119
-1.340824,36.714085
-1.341472,36.714153
-1.342961,36.714729
-1.343213,36.714756
-1.354075,36.713142
-1.354075,36.713142
-1.355211,36.723225
-1.355211,36.723225
-1.360963,36.722603
-1.360963,36.722603
-1.3608945,36.7262195
-1.360826,36.729836
-1.360826,36.729836
-1.360917,36.730095
-1.363638,36.734623
-1.36561,36.735855
-1.36561,36.735855
-1.365311,36.737885
-1.364816,36.742336
-1.364816,36.742336
-1.3653677702,36.7424333096
-1.366274,36.742569
-1.366484,36.742691
-1.366746,36.743008
-1.366837,36.743416
-1.36678,36.743725
-1.36678,36.743725
-1.364672,36.743565
-1.364672,36.743565
-1.364309,36.746544
-1.364309,36.746544
-1.36417,36.746925
-1.364009,36.747108
-1.363456,36.747429
-1.36317,36.747467
-1.358183,36.746853
-1.35568,36.746578
-1.354971,36.746544
-1.354562,36.746635
-1.354286,36.746765
-1.352958,36.747696
-1.352696,36.747818
-1.34870052338,36.7487096786
-1.34658,36.7492445
-1.340464,36.750671
-1.340464,36.750671
-1.3410415,36.75470325
-1.34131908417,36.7565739155
-1.34150147438,36.7577970028
-1.3417160511,36.7592990398
-1.34174287319,36.760007143
-1.34211838245,36.762920022
-1.3423115015,36.7642718554
-1.34240269661,36.7645508051
-1.34256362915,36.7657899857
-1.34261190891,36.7664980888
-1.34251534939,36.7670452595
-1.3421022892,36.7678982019
-1.34182870388,36.7684668303
-1.34131371975,36.7691963911
-1.34112596512,36.7695128918
-1.338396,36.773113
-1.336488,36.775517
-1.335915,36.776379
-1.33344948292,36.7806279659
-1.33313298225,36.7812019587
-1.331893,36.783207
-1.32944,36.78751
-1.32900238037,36.7883044481
-1.328495,36.789017
-1.32801532745,36.7899674177
-1.32780075073,36.7904824018
-1.327388,36.791267
-1.326847,36.792152
-1.324156,36.796955
-1.32397,36.797478
-1.322819,36.803223
-1.322669,36.804771
-1.32253,36.805607
-1.322236,36.807018
-1.32198,36.807743
-1.321724,36.808147
-1.319649,36.810253
-1.316997,36.812836
-1.315587,36.81432
-1.314919,36.814751
-1.313031,36.815651
-1.312788,36.815693
-1.312788,36.815693
-1.31272673607,36.8155878782
-1.31354212761,36.8134206533
-1.31401956081,36.8122941256
-1.314659,36.810398
-1.314792,36.809891
-1.31485641003,36.8094617128
-1.31484568119,36.8089359999
-1.314791,36.808483
-1.31472229958,36.8082922697
-1.31450772285,36.8078953028
-1.314049,36.807419
-1.313285,36.806854
-1.312477,36.806385
-1.30876779556,36.8045318127
-1.30651473999,36.8034482002
-1.30568861961,36.8031692505
-1.3018155098,36.8022572994
-1.3015794754,36.8022251129
-1.30128979683,36.8023109436
-1.30030274391,36.8028903008
-1.2999,36.803043
-1.29946,36.803066
-1.298348,36.802914
-1.298079,36.802814
-1.298079,36.802814
-1.297898,36.802753
-1.297797,36.802776
-1.297744,36.802864
-1.297726,36.803013
-1.297814,36.803425
-1.296895,36.807384
-1.2961935997,36.8084800243
-1.29554986954,36.8091881275
-1.29517436028,36.8099820614
-1.294522,36.811047
-1.293981,36.811653
-1.293981,36.811653
-1.293806434,36.81181669
-1.29370451,36.81188107
-1.293575764,36.81198835
-1.293404102,36.81208491
-1.293168068,36.81224585
-1.292953491,36.81237996
-1.291955709,36.81305051
-1.291692853,36.81326509
-1.291558743,36.81348503
-1.291456819,36.81375325
-1.291317344,36.81411803
-1.29121542,36.81426287
-1.291054487,36.8143487
-1.290877461,36.81438088
-1.290700436,36.81437552
-1.29034102,36.81420922
-1.289906502,36.81357086
-1.28985285759,36.8123316765
-1.289563179,36.81197762
-1.289262772,36.81183815
-1.28918767,36.81199908
-1.288393736,36.81362987
-1.28734231,36.81572199
-1.286816597,36.81670904
-1.286644936,36.81705236
-1.286494732,36.81712747
-1.286355257,36.81723475
-1.286323071,36.81741714
-1.286333799,36.81773901
-1.285368204,36.81963801
-1.285153627,36.82008863
-1.28485322,36.82062507
-1.284327507,36.82175159
-1.284016371,36.82242751
-1.283833981,36.82271719
-1.284327507,36.82336092
-1.284831762,36.82416022
-1.284939051,36.82438552
-1.284965873,36.82443917
-1.284863949,36.82466984
-1.284665465,36.82507217
-1.284751296,36.825158
-1.284831762,36.82522237
-1.285008788,36.82534575
-1.285695434,36.82570517
-1.28612,36.825939
